e401k,inc,marr,male,age,fsize,nettfa,p401k,pira,incsq,agesq
0,92.598,1,0,62,2,84.248,0,1,8574.39,3844
0,44.388,1,0,33,5,-1.84,0,0,1970.295,1089
0,44.76,1,0,41,4,18,0,0,2003.457,1681
1,42.924,0,1,33,1,9.1,1,0,1842.47,1089
0,42.813,1,0,42,4,12.205,0,0,1832.953,1764
1,29.376,0,1,34,1,34,1,0,862.9493,1156
1,15.3,0,0,48,1,-3.4,1,0,234.09,2304
0,55.818,1,0,46,4,4.876,0,0,3115.649,2116
0,110.952,1,0,52,5,345.603,0,1,12310.35,2704
0,46.791,1,1,39,4,110,0,1,2189.398,1521
1,75.297,1,1,40,5,239.2,1,1,5669.638,1600
0,28.74,0,1,39,2,2.999,0,0,825.9876,1521
0,27.006,0,0,34,1,0.01,0,0,729.324,1156
0,28.551,1,0,41,4,2.648,0,1,815.1596,1681
0,14.286,0,0,27,2,-1.801,0,0,204.0898,729
1,50.574,1,0,38,6,8.2,1,0,2557.729,1444
1,38.82,1,1,47,5,5.325,1,0,1506.992,2209
1,36.972,0,1,26,1,11.6,1,0,1366.929,676
0,38.55,1,0,35,2,0.225,0,0,1486.102,1225
1,101.187,1,0,55,5,94.675,1,0,10238.81,3025
0,42.684,1,0,38,5,-0.105,0,0,1821.924,1444
0,58.65,1,0,39,6,-0.95,0,0,3439.823,1521
0,22.254,0,1,40,1,0.749,0,0,495.2405,1600
0,43.716,1,1,34,3,-2.2,0,0,1911.089,1156
1,36.144,1,0,30,4,-0.927,0,0,1306.389,900
1,39.888,0,0,54,1,27.407,1,1,1591.053,2916
0,22.623,0,0,28,1,-0.437,0,0,511.8001,784
1,16.644,1,0,52,2,1.575,1,0,277.0227,2704
1,62.895,1,0,27,2,14.55,1,1,3955.781,729
1,31.833,0,1,44,2,5.8,0,1,1013.34,1936
1,39.162,0,0,41,1,-9.893,0,0,1533.662,1681
1,17.442,0,1,63,2,52.5,1,0,304.2234,3969
0,16.5,1,0,63,3,0,0,0,272.25,3969
0,100.62,1,0,57,3,45.4,0,1,10124.38,3249
0,56.25,1,0,44,4,15.499,0,1,3164.063,1936
0,32.385,1,1,37,4,-2.7,0,0,1048.788,1369
0,21.6,0,0,42,3,2.4,0,0,466.56,1764
0,30.66,1,1,48,3,5,0,0,940.0356,2304
0,73.62,1,0,46,3,157.35,0,1,5419.905,2116
0,54.06,1,0,29,3,0.05,0,0,2922.484,841
1,49.368,0,0,38,2,0,0,0,2437.199,1444
0,18.9,0,0,38,2,0.7,0,0,357.21,1444
1,24.114,0,0,60,1,252.999,1,1,581.485,3600
1,59.877,1,0,35,4,22.87,1,1,3585.255,1225
1,48.375,1,0,47,4,-1.395,0,0,2340.141,2209
0,14.586,0,1,39,2,0.2,0,0,212.7514,1521
0,55.311,1,1,26,2,-13.092,0,0,3059.307,676
1,73.212,1,0,26,2,-4.2,0,0,5359.997,676
1,44.247,1,0,56,2,73.98,1,0,1957.797,3136
0,29.7,1,0,40,4,-2.308,0,0,882.09,1600
1,55.242,1,0,30,3,13.37,0,1,3051.679,900
0,27.72,1,1,37,5,0.1,0,0,768.3984,1369
0,32.316,1,0,36,5,-0.295,0,0,1044.324,1296
0,27.84,0,0,43,3,0.3,0,0,775.0656,1849
1,28.245,1,0,42,2,0.2,0,0,797.7801,1764
0,46.122,1,0,63,2,41.302,0,0,2127.239,3969
0,27.33,1,0,37,4,-13.95,0,0,746.9289,1369
0,31.995,1,0,37,5,2.15,0,0,1023.68,1369
0,28.272,1,0,63,4,3.66,0,0,799.306,3969
1,23.85,0,1,43,1,2.09,0,0,568.8225,1849
0,74.199,1,0,63,2,58.1,0,0,5505.491,3969
0,15.096,1,0,52,7,0,0,0,227.8892,2704
0,36,0,1,26,1,-6,0,0,1296,676
0,16.326,0,0,43,4,-6.9,0,0,266.5383,1849
1,31.05,1,0,35,3,15.25,1,0,964.1025,1225
0,53.76,0,1,34,5,2.6,0,0,2890.137,1156
1,90.996,0,0,31,1,6.8,1,1,8280.272,961
0,31.536,1,0,33,6,-4.631,0,0,994.5192,1089
1,14.28,0,1,30,1,0,1,0,203.9184,900
1,46.029,1,0,39,2,9.7,1,1,2118.669,1521
0,34.059,1,0,32,3,7.1,0,0,1160.015,1024
1,44.16,0,1,27,1,37.6,1,0,1950.106,729
1,45.9,1,0,49,2,28,0,1,2106.81,2401
0,18.288,0,0,54,2,-1.1,0,0,334.451,2916
1,61.5,1,0,41,4,112,1,1,3782.25,1681
0,31.803,0,1,25,1,-3.88,0,0,1011.431,625
0,10.212,1,0,36,4,-18.051,0,0,104.2849,1296
0,16.2,1,0,39,4,-2.6,0,1,262.44,1521
0,54.648,1,0,43,4,-2.8,0,0,2986.404,1849
0,34.353,0,0,41,2,-2.275,0,1,1180.129,1681
0,34.323,0,0,34,2,3.63,0,0,1178.068,1156
1,52.8,1,0,51,2,100.3,0,1,2787.84,2601
0,24,1,0,32,5,-0.9,0,0,576,1024
1,62.763,1,0,39,2,96.2,0,1,3939.194,1521
1,48.72,1,0,45,3,29.925,1,0,2373.638,2025
0,30.402,1,0,48,4,-3.85,0,0,924.2816,2304
0,91.704,1,0,50,3,9.217,0,0,8409.624,2500
0,34.932,1,0,64,3,55,0,0,1220.245,4096
0,18.456,0,1,50,1,2.6,0,1,340.6239,2500
1,64.995,0,0,30,1,-36,1,1,4224.351,900
0,40.662,0,0,40,3,0,0,0,1653.398,1600
1,35.331,1,0,43,3,11.73,1,0,1248.28,1849
1,16.59,0,1,36,2,-2.85,0,0,275.2281,1296
0,12.15,0,0,40,1,0,0,0,147.6225,1600
1,34.77,1,0,55,5,18.699,1,1,1208.953,3025
1,52.743,1,0,35,5,14.8,1,0,2781.824,1225
0,23.46,1,0,51,3,0.04,0,0,550.3716,2601
1,51.612,1,0,44,4,12.3,1,0,2663.799,1936
0,30.552,1,0,33,4,12.923,0,0,933.4247,1089
1,102.762,1,0,40,2,61.8,1,1,10560.03,1600
1,30.318,0,0,43,1,6.444,0,0,919.1812,1849
0,17.685,0,0,45,1,-5.8,0,0,312.7592,2025
1,23.451,0,1,42,1,0.506,0,0,549.9494,1764
0,41.436,1,0,29,3,1.2,0,0,1716.942,841
0,12.747,0,0,28,1,6.24,0,0,162.486,784
1,57.678,0,0,46,2,26.299,1,0,3326.752,2116
1,82.995,1,0,38,5,6.4,1,1,6888.17,1444
1,17.286,0,0,37,3,35.05,0,0,298.8058,1369
0,58.878,1,0,33,6,-0.665,0,0,3466.619,1089
0,20.4,1,0,29,4,-5.646,0,0,416.16,841
0,103.164,1,0,52,6,126.098,0,1,10642.81,2704
1,81.432,1,1,37,4,13.704,1,0,6631.17,1369
1,53.154,1,0,35,2,25.136,1,1,2825.348,1225
0,58.407,1,0,47,4,6.125,0,1,3411.378,2209
0,30,0,0,41,3,9.5,0,1,900,1681
0,44.559,1,0,29,2,63.8,0,0,1985.504,841
0,61.455,1,0,44,4,38.8,0,1,3776.717,1936
1,30.147,1,0,35,2,19.472,0,1,908.8416,1225
0,35.184,0,1,34,1,7.19,0,0,1237.914,1156
0,40.8,1,0,34,4,-1.5,0,0,1664.64,1156
0,31.995,1,0,45,4,19.9,0,1,1023.68,2025
1,40.296,1,0,41,4,91.999,1,1,1623.768,1681
0,19.77,1,0,28,4,-7,0,0,390.8529,784
0,28.377,1,0,42,4,-4.918,0,0,805.2542,1764
0,37.398,1,0,31,3,18.449,0,1,1398.61,961
0,29.025,0,0,31,1,-4.1,0,0,842.4506,961
0,13.479,0,0,51,1,-0.6,0,0,181.6834,2601
0,23.238,1,0,32,3,-0.497,0,0,540.0047,1024
0,36.993,0,0,34,1,-0.9,0,1,1368.482,1156
0,16.806,1,0,44,3,-1.15,0,0,282.4416,1936
1,72.96,1,0,33,4,32,1,0,5323.162,1089
0,21.216,1,0,43,7,-3.1,0,0,450.1187,1849
1,39.522,0,0,29,1,1.124,1,0,1561.988,841
1,35.064,1,0,40,5,-0.25,0,0,1229.484,1600
0,26.4,1,0,27,4,0,0,0,696.96,729
0,48.42,1,0,31,2,29,0,0,2344.496,961
1,69.264,1,0,37,4,63.176,1,0,4797.501,1369
1,78.417,1,0,29,3,27,0,1,6149.226,841
1,115.812,1,0,37,3,81.37,1,1,13412.42,1369
1,91.902,1,0,41,5,23.5,1,1,8445.978,1681
1,90.747,1,0,44,3,44.25,1,1,8235.019,1936
1,35.67,1,0,29,4,0.35,0,0,1272.349,841
0,40.647,1,0,37,5,0.44,0,0,1652.179,1369
0,12.24,1,0,33,6,0,0,0,149.8176,1089
0,17.07,1,0,28,4,3.4,0,0,291.3849,784
0,14.31,1,0,54,2,0.45,0,0,204.7761,2916
0,10.05,0,0,27,2,0.1,0,0,101.0025,729
0,14.43,1,0,27,2,-1.5,0,0,208.2249,729
0,38.49,1,1,43,3,35,0,0,1481.48,1849
0,35.19,1,0,40,9,-1.1,0,0,1238.336,1600
0,14.787,0,0,30,3,-2.2,0,0,218.6554,900
0,26.37,1,0,36,6,-3.601,0,0,695.377,1296
0,50.553,1,0,54,2,60.201,0,1,2555.606,2916
0,21.39,0,0,55,2,35.699,0,1,457.5321,3025
0,12.492,0,0,64,1,3.6,0,0,156.05,4096
0,18.63,0,1,57,1,0,0,0,347.0769,3249
1,50.43,1,0,50,3,10.499,0,0,2543.185,2500
0,21.6,0,0,32,2,1.322,0,1,466.56,1024
0,52.767,1,0,60,3,119.2,0,1,2784.356,3600
0,30.861,0,1,44,4,2,0,0,952.4013,1936
0,14.178,0,0,25,2,-0.1,0,0,201.0157,625
1,44.52,1,0,42,3,20.733,0,1,1982.03,1764
1,53.172,1,0,29,3,15.2,1,0,2827.262,841
0,44.754,1,0,38,4,48.25,0,1,2002.921,1444
1,19.2,1,0,41,5,0.1,1,0,368.64,1681
0,13.956,0,0,46,3,-2.6,0,0,194.7699,2116
0,27.732,1,0,54,2,0,0,0,769.0638,2916
0,36.3,0,1,28,1,9.3,0,0,1317.69,784
0,94.38,1,0,46,4,397,0,1,8907.584,2116
0,25.785,1,0,59,2,-0.45,0,0,664.8662,3481
1,58.362,1,0,27,2,-7.3,1,0,3406.123,729
0,14.1,0,0,49,2,0,0,0,198.81,2401
0,30.219,1,0,25,4,1.174,0,0,913.1879,625
0,17.55,1,0,32,2,-1.85,0,0,308.0025,1024
1,48.705,1,0,33,3,-6.7,0,0,2372.177,1089
1,26.064,0,1,29,1,22.599,1,0,679.332,841
0,12.885,0,1,61,2,0.3,0,0,166.0232,3721
1,52.467,1,0,29,3,22,0,1,2752.786,841
1,54.9,1,0,29,4,34.678,1,0,3014.01,841
0,92.277,1,0,35,4,21,0,0,8515.045,1225
1,137.451,1,0,55,3,611.9,1,1,18892.78,3025
1,80.664,1,0,40,4,32.992,1,1,6506.681,1600
0,69.936,1,0,31,4,-2.195,0,0,4891.043,961
0,34.002,1,0,45,3,-21.498,0,1,1156.136,2025
1,43.026,0,0,31,3,6.1,1,0,1851.237,961
1,93.924,1,0,39,4,89.6,1,0,8821.719,1521
1,72.678,1,0,33,3,49.5,1,0,5282.092,1089
1,64.815,1,0,36,3,16.75,1,0,4200.984,1296
0,29.73,1,0,29,3,4.101,0,0,883.8729,841
0,74.217,1,0,30,3,23.31,0,1,5508.164,900
0,10.044,1,0,41,6,0.3,0,0,100.8819,1681
0,37.101,1,0,30,4,12,0,0,1376.484,900
1,46.215,1,0,40,2,-0.15,1,0,2135.826,1600
1,24.243,1,0,56,3,3.405,1,0,587.723,3136
0,63.288,1,0,36,2,4.175,0,0,4005.371,1296
1,35.94,1,0,30,4,28.3,1,0,1291.683,900
0,26.445,1,0,39,4,0.829,0,0,699.338,1521
1,66.573,1,0,40,2,11.881,1,1,4431.964,1600
1,23.412,0,1,43,1,-42.964,1,0,548.1218,1849
1,33.84,0,1,49,2,42.5,1,1,1145.146,2401
0,11.52,0,1,34,3,0,0,0,132.7104,1156
0,17.481,1,0,30,5,0,0,0,305.5854,900
0,18.54,1,0,38,5,3,0,0,343.7316,1444
0,20.781,1,0,37,2,0.398,0,0,431.85,1369
1,61.161,0,1,29,1,40.527,1,0,3740.668,841
0,79.713,0,1,33,1,2,0,0,6354.162,1089
0,39.618,0,0,28,3,-0.9,0,0,1569.586,784
0,38.7,1,0,49,4,9.035,0,1,1497.69,2401
1,125.766,1,0,50,2,165.065,1,1,15817.09,2500
1,96.756,0,0,38,1,27.6,1,1,9361.723,1444
0,105.843,1,0,51,3,5.248,0,1,11202.74,2601
0,40.62,1,0,40,4,1.45,0,0,1649.984,1600
1,60.09,0,1,42,1,17.726,1,1,3610.808,1764
1,42.204,1,0,30,3,9.346,1,1,1781.177,900
0,19.413,0,0,42,3,2.804,0,1,376.8646,1764
0,19.2,0,1,36,3,0.686,0,0,368.64,1296
1,25.488,0,0,51,1,6.2,1,0,649.6382,2601
0,21.828,1,1,31,4,0,0,0,476.4615,961
1,42.174,1,0,45,4,102.3,1,0,1778.646,2025
1,64.983,1,0,35,5,7.652,1,0,4222.791,1225
1,40.581,1,0,51,4,0.413,1,0,1646.818,2601
0,86.403,1,0,45,3,4.57,0,0,7465.479,2025
1,31.215,0,1,25,1,-7.5,0,0,974.3762,625
1,59.748,0,0,30,1,9.4,1,0,3569.824,900
0,33.996,0,1,37,1,3.499,0,0,1155.728,1369
0,27.03,0,1,28,1,-1.8,0,0,730.6209,784
0,30.99,1,0,60,2,0.367,0,0,960.3801,3600
1,22.383,1,0,32,4,0.579,1,0,500.9987,1024
0,68.712,1,1,39,4,5.073,0,1,4721.339,1521
1,68.538,0,1,48,1,112.361,1,0,4697.458,2304
0,20.736,0,0,33,1,-4.915,0,0,429.9817,1089
0,67.422,1,0,32,4,-10.5,0,0,4545.726,1024
0,14.541,1,0,60,3,2,0,0,211.4407,3600
1,74.814,1,0,39,4,42.4,1,0,5597.135,1521
1,70.101,1,0,47,4,-17.674,0,0,4914.15,2209
0,10.2,0,1,40,1,0,0,0,104.04,1600
0,13.278,0,0,38,4,-4.001,0,0,176.3053,1444
1,24.048,1,0,51,2,5.399,1,0,578.3063,2601
0,15.441,1,1,45,4,3.33,0,0,238.4245,2025
0,59.58,1,0,37,3,17.6,0,1,3549.777,1369
0,129.996,1,0,61,2,81.5,0,1,16898.96,3721
0,33.657,1,0,55,2,4.399,0,0,1132.794,3025
0,15.306,1,0,52,3,0.783,0,0,234.2736,2704
1,34.557,1,0,34,2,4.499,0,0,1194.186,1156
0,10.035,0,1,45,1,-0.435,0,0,100.7012,2025
1,33.63,0,1,25,1,7,1,0,1130.977,625
0,31.674,0,0,45,1,-2.65,0,0,1003.242,2025
1,42.222,1,0,26,2,-3.78,0,0,1782.697,676
0,62.385,1,0,32,3,24.6,0,1,3891.888,1024
1,90.3,1,0,35,3,38.1,1,1,8154.09,1225
1,92.904,1,0,30,2,22.3,1,0,8631.153,900
1,26.484,1,0,61,4,13.499,1,0,701.4022,3721
1,70.923,1,0,53,2,108.359,1,1,5030.071,2809
0,24.627,0,0,30,2,0.549,0,0,606.4892,900
1,80.565,1,0,52,2,24,1,1,6490.72,2704
0,22.572,0,0,41,3,-3.1,0,0,509.4952,1681
0,25.185,0,0,49,1,25.12,0,0,634.2842,2401
0,17.079,0,1,29,1,13.05,0,0,291.6923,841
0,14.025,0,0,48,2,-2.15,0,0,196.7006,2304
1,54.54,1,0,50,4,24.217,1,1,2974.612,2500
0,16.116,1,0,30,4,0,0,0,259.7254,900
0,27.072,1,0,37,5,0.7,0,0,732.8932,1369
0,12.576,1,1,48,2,1.748,0,0,158.1558,2304
1,92.046,1,0,54,3,234.2,1,1,8472.466,2916
1,53.112,1,0,50,2,78.818,1,1,2820.885,2500
0,26.985,0,0,34,2,-9.7,0,0,728.1902,1156
0,11.118,0,0,26,3,16.549,0,0,123.6099,676
0,45.252,1,0,28,4,-6.013,0,0,2047.743,784
1,27.276,0,1,56,1,9.223,0,0,743.9801,3136
0,38.67,1,0,27,4,0.95,0,0,1495.369,729
1,54.708,1,0,27,2,-13.201,1,0,2992.965,729
0,27.63,0,1,25,1,-2.2,0,0,763.4169,625
0,127.2,1,0,44,2,96.6,0,1,16179.84,1936
0,37.89,0,0,39,1,-4.225,0,0,1435.652,1521
0,10.8,0,0,38,4,0,0,0,116.64,1444
1,81,1,0,44,2,39.15,1,1,6561,1936
1,35.73,0,1,36,1,-4.7,0,0,1276.633,1296
0,42.3,0,1,44,1,4.999,0,0,1789.29,1936
1,82.068,1,0,27,2,10.2,1,0,6735.157,729
0,60.378,1,0,30,2,1.91,0,0,3645.503,900
1,43.305,1,0,36,4,9.325,0,1,1875.323,1296
1,90.261,1,0,41,4,74.8,1,1,8147.048,1681
0,20.43,0,0,45,4,0.5,0,0,417.3849,2025
0,22.941,0,1,42,4,0,0,0,526.2895,1764
0,17.49,0,0,50,2,-4.75,0,0,305.9001,2500
1,37.893,1,0,45,2,43.959,1,0,1435.88,2025
1,61.428,0,0,41,3,75.298,1,0,3773.399,1681
1,11.52,0,0,57,3,37.8,1,1,132.7104,3249
1,58.155,1,0,30,6,1.72,0,0,3382.004,900
1,75.759,1,1,52,2,34.574,1,1,5739.426,2704
1,50.064,1,0,41,5,8.5,0,1,2506.404,1681
1,74.277,1,0,44,4,4.5,1,0,5517.073,1936
0,96.909,1,0,53,4,1.9,0,0,9391.354,2809
0,11.898,0,1,33,2,3,0,0,141.5624,1089
0,18.582,0,1,25,2,29.35,0,1,345.2907,625
0,30.828,1,1,33,5,-8.8,0,0,950.3655,1089
1,19.104,0,0,43,3,-1,1,0,364.9628,1849
1,87.03,1,0,40,4,23.999,1,0,7574.221,1600
0,21.612,0,0,47,3,-2.55,0,0,467.0785,2209
0,29.526,1,0,30,4,-0.134,0,0,871.7846,900
0,35.889,1,0,37,4,0.591,0,0,1288.02,1369
0,25.29,1,0,38,5,3.484,0,0,639.5842,1444
0,11.85,1,0,34,3,0,0,0,140.4225,1156
1,36.384,1,0,37,3,-2.3,0,0,1323.795,1369
1,45.75,1,0,61,2,139.998,1,1,2093.063,3721
1,26.316,0,0,41,3,30.34,1,0,692.5319,1681
0,12.75,0,1,32,1,0,0,0,162.5625,1024
1,17.88,0,0,44,1,8,1,0,319.6944,1936
0,23.937,0,0,38,3,-2.2,0,0,572.98,1444
0,36.39,1,0,46,4,3.199,0,0,1324.232,2116
0,14.328,1,0,48,3,-2.43,0,0,205.2916,2304
0,20.712,1,0,32,4,-2.948,0,0,428.9869,1024
0,30.6,1,0,27,4,0.5,0,0,936.36,729
0,39.957,1,0,30,4,-6.072,0,0,1596.562,900
0,39.9,1,0,34,5,0,0,0,1592.01,1156
1,33.345,1,0,38,4,1.574,1,0,1111.889,1444
1,28.041,0,0,53,1,-0.79,0,0,786.2977,2809
0,17.07,1,0,58,4,21.199,0,1,291.3849,3364
1,19.878,1,0,58,3,7.989,1,0,395.1349,3364
0,20.508,1,0,25,3,6.8,0,0,420.578,625
1,109.653,1,0,44,4,169.1,1,1,12023.78,1936
1,62.475,1,0,26,2,6.975,1,0,3903.125,676
0,24.804,0,0,58,2,46.8,0,1,615.2385,3364
1,41.1,1,0,45,2,5.552,1,0,1689.21,2025
1,62.136,1,0,40,5,0.7,0,0,3860.883,1600
0,30.6,0,0,46,3,1.035,0,0,936.36,2116
1,28.8,1,0,36,4,2.75,1,0,829.4399,1296
0,29.445,1,0,37,4,-0.83,0,0,867.008,1369
0,53.46,1,0,36,3,-3.8,0,0,2857.971,1296
0,27.972,0,1,55,1,-0.075,0,0,782.4328,3025
1,35.412,1,0,34,2,21.671,1,1,1254.01,1156
0,31.605,0,0,60,1,-1.6,0,0,998.876,3600
0,24.612,0,1,33,5,8.199,0,0,605.7505,1089
0,20.676,1,0,37,3,-0.25,0,0,427.497,1369
1,22.8,0,0,41,4,33.999,1,0,519.84,1681
0,39.174,0,1,63,1,0,0,0,1534.602,3969
0,10.2,0,1,31,1,0.005,0,0,104.04,961
0,10.98,0,0,43,3,5.02,0,0,120.5604,1849
1,32.637,0,0,46,1,31.5,1,0,1065.174,2116
0,49.2,0,1,46,1,108.7,0,0,2420.64,2116
1,62.856,1,0,43,4,7.47,1,0,3950.877,1849
0,17.16,0,0,30,1,13.6,0,0,294.4656,900
0,49.509,0,0,57,1,27.196,0,0,2451.141,3249
1,41.184,1,0,52,2,13.515,1,1,1696.122,2704
0,34.185,0,1,53,1,0.749,0,0,1168.614,2809
1,78.18,1,0,43,5,32.3,1,1,6112.112,1849
0,78.396,1,0,38,4,8.4,0,1,6145.934,1444
1,34.494,1,0,26,2,13.8,1,0,1189.836,676
0,12.9,0,1,41,1,0.2,0,0,166.41,1681
0,16.29,0,0,33,1,1.5,0,0,265.3641,1089
0,28.8,1,0,25,2,-8.675,0,0,829.4399,625
0,17.4,1,0,45,3,29.7,0,0,302.76,2025
0,48.3,0,0,43,1,48.95,0,1,2332.89,1849
1,63.333,1,0,42,4,70.498,1,1,4011.069,1764
1,104.19,1,1,36,4,105.798,1,0,10855.56,1296
1,31.242,1,0,35,3,-10.1,0,0,976.0626,1225
0,27.15,0,0,47,3,-18.7,0,0,737.1225,2209
0,18.639,0,0,30,2,2.5,0,0,347.4123,900
1,12.444,1,0,39,2,4.626,1,1,154.8531,1521
1,32.973,0,0,52,1,3.728,1,0,1087.219,2704
1,16.614,0,0,39,8,3.049,0,0,276.025,1521
0,85.08,1,0,64,2,57.5,0,1,7238.607,4096
0,25.527,1,0,27,4,-5.5,0,0,651.6277,729
1,90.3,1,0,46,3,5.199,0,0,8154.09,2116
0,13.296,0,0,54,1,13.1,0,0,176.7836,2916
0,34.608,1,1,46,3,1.95,0,1,1197.714,2116
1,20.943,0,1,45,2,11.009,1,0,438.6093,2025
0,32.817,1,0,64,2,6.848,0,0,1076.956,4096
1,77.76,1,1,33,2,63.779,1,0,6046.618,1089
1,46.071,1,0,60,3,61.567,1,1,2122.537,3600
1,66.987,1,0,58,2,77.875,1,1,4487.258,3364
0,35.73,1,0,64,2,90.531,0,1,1276.633,4096
1,20.028,0,0,41,2,-0.268,1,0,401.1208,1681
1,41.574,1,0,35,2,33.3,1,1,1728.398,1225
1,44.466,1,0,33,5,39.197,1,0,1977.225,1089
1,16.065,0,0,34,3,0.201,1,0,258.0842,1156
1,38.481,1,0,36,4,17.15,1,0,1480.787,1296
0,18.144,1,0,28,5,-0.057,0,0,329.2047,784
1,21.582,1,0,30,5,0.66,0,0,465.7827,900
1,13.59,0,1,29,1,0.73,1,0,184.6881,841
1,13.653,0,0,55,2,16.5,1,0,186.4044,3025
0,15.993,1,0,63,2,5.098,0,1,255.776,3969
0,32.628,1,0,37,3,208.842,0,1,1064.586,1369
1,24.138,1,0,33,4,-0.28,1,0,582.6431,1089
0,22.32,0,0,61,1,41.9,0,1,498.1824,3721
1,21.366,1,0,36,3,2.565,1,1,456.5059,1296
1,29.046,0,0,53,1,21.011,1,1,843.6701,2809
1,34.986,0,1,45,1,21,0,1,1224.02,2025
1,47.64,1,0,49,3,-0.382,1,0,2269.57,2401
0,21.102,1,0,64,2,4.199,0,0,445.2944,4096
1,26.781,0,0,37,1,25.654,1,1,717.222,1369
0,54.21,1,1,41,3,38.4,0,1,2938.724,1681
1,55.503,1,0,56,3,37.599,1,0,3080.583,3136
0,13.506,0,0,25,1,1.799,0,0,182.412,625
1,22.32,1,0,30,4,10.25,1,0,498.1824,900
0,36.198,1,0,55,3,47.28,0,1,1310.295,3025
1,27.048,1,0,43,4,1.243,0,0,731.5943,1849
1,54.081,1,0,38,4,42.711,1,1,2924.755,1444
1,63.045,1,0,57,2,78.6,1,1,3974.672,3249
0,12.522,1,0,39,5,-2.35,0,0,156.8005,1521
1,30.765,0,0,53,1,25.999,1,0,946.4852,2809
1,38.454,1,0,30,4,2.976,1,0,1478.71,900
0,13.5,0,1,42,1,-59.97,0,0,182.25,1764
1,22.695,0,0,26,1,-19,0,0,515.063,676
0,13.509,1,0,34,7,-0.095,0,0,182.4931,1156
1,13.065,0,0,43,1,20.57,1,0,170.6942,1849
0,27.429,1,0,48,2,-0.964,0,0,752.3501,2304
0,33.138,0,0,42,1,1.849,0,0,1098.127,1764
1,34.8,1,0,25,2,-3.12,1,0,1211.04,625
0,52.854,1,0,61,2,76.84,0,1,2793.545,3721
1,82.035,1,0,42,5,33.91,1,0,6729.742,1764
1,50.646,1,0,54,3,63.595,1,0,2565.017,2916
1,70.26,1,1,32,3,28.4,1,1,4936.468,1024
1,34.308,1,0,33,4,2.3,1,0,1177.039,1089
0,71.757,1,0,55,4,17.7,0,0,5149.067,3025
1,75.861,1,0,31,3,42.399,1,1,5754.891,961
0,77.781,1,0,27,2,35.499,0,1,6049.884,729
1,82.971,1,0,53,2,102.132,1,1,6884.187,2809
0,28.203,1,1,33,4,-1.851,0,0,795.4092,1089
1,77.28,0,1,57,2,106,1,0,5972.198,3249
0,52.02,1,0,37,4,1,0,0,2706.081,1369
1,70.668,1,0,45,6,4.509,1,0,4993.966,2025
1,87.54,1,0,32,3,33.399,1,1,7663.252,1024
1,18.144,0,0,54,3,12.999,0,1,329.2047,2916
0,57.132,0,0,50,2,1.5,0,0,3264.065,2500
0,17.82,1,0,36,4,0.9,0,0,317.5524,1296
1,18.315,0,0,29,1,4.9,1,0,335.4392,841
1,26.844,1,0,44,2,2.329,0,1,720.6003,1936
0,135.405,1,0,38,3,1089.619,0,1,18334.51,1444
0,42.393,1,0,35,4,-1.7,0,0,1797.167,1225
1,31.386,0,0,53,3,-0.4,0,0,985.081,2809
0,22.11,1,0,35,4,-3.4,0,0,488.8521,1225
1,75.402,1,0,40,2,5.315,1,0,5685.461,1600
1,169.962,1,0,29,2,387.836,1,1,28887.08,841
1,88.698,1,0,40,5,102.8,1,1,7867.335,1600
0,68.457,1,0,45,5,11.946,0,1,4686.361,2025
0,59.652,1,0,29,3,-1.062,0,1,3558.361,841
1,37.815,0,1,39,1,-2.95,0,0,1429.974,1521
0,39.468,1,0,37,3,0.098,0,0,1557.723,1369
1,58.881,1,0,34,5,15.627,1,0,3466.972,1156
1,54.735,1,1,43,3,8,1,0,2995.92,1849
0,35.118,1,0,34,7,8.499,0,1,1233.274,1156
1,10.827,0,0,26,2,0,0,0,117.2239,676
0,47.643,1,0,37,3,4.599,0,1,2269.856,1369
0,18.633,0,0,35,2,8.616,0,1,347.1887,1225
1,16.395,0,1,35,1,1.56,0,0,268.7961,1225
1,23.319,0,0,49,5,4,1,0,543.7758,2401
0,48.615,1,0,35,4,0.45,0,0,2363.418,1225
1,13.503,0,0,30,2,2.475,1,0,182.331,900
0,11.22,0,0,31,1,0,0,0,125.8884,961
1,43.689,1,0,35,4,-0.13,0,0,1908.729,1225
1,36.447,0,0,30,1,4.151,1,0,1328.384,900
0,46.89,1,0,27,3,21.625,0,0,2198.672,729
1,38.16,1,0,26,4,-24.557,0,0,1456.186,676
0,18.819,0,1,31,1,-1,0,0,354.1548,961
1,31.971,1,0,31,4,-1.801,0,0,1022.145,961
0,29.133,1,0,30,4,0.34,0,0,848.7316,900
0,46.071,1,0,45,4,-4.4,0,0,2122.537,2025
1,58.548,1,0,47,3,6.425,1,0,3427.868,2209
0,38.874,0,1,27,1,35,0,0,1511.188,729
1,27.945,0,0,56,2,110,0,1,780.923,3136
0,23.97,1,0,30,4,-5,0,0,574.5609,900
1,38.4,1,0,38,4,5.3,1,0,1474.56,1444
1,65.583,1,0,49,4,42.155,1,1,4301.13,2401
0,12.915,0,0,40,4,2.149,0,0,166.7972,1600
0,55.23,1,0,44,3,8.675,0,1,3050.353,1936
1,20.4,1,0,46,3,-2,0,0,416.16,2116
0,25.614,0,0,29,1,0.7,0,0,656.077,841
1,20.922,0,0,31,1,5.866,1,1,437.7301,961
1,42.975,1,0,39,2,15.7,1,0,1846.85,1521
0,68.085,1,0,46,2,97.759,0,1,4635.567,2116
